fixed,adaptive
0.8574058000000001,0.6470389000000001
0.7408811000000001,0.5954115
0.7927099000000001,0.6314496
0.7902139,0.6495829000000001
0.7969963000000001,0.5910959
0.7953817000000001,0.632101
0.7513508000000001,0.6421547000000001
0.8038423,0.5870793000000001
0.7824943000000001,0.6370559
0.7969602,0.6507609000000001
0.7582131000000001,0.5846136000000001
0.7751600000000001,0.6323828
0.783455,0.6025442000000001
0.7847540000000001,0.6316514000000001
0.7977259000000001,0.6277736
0.7603878000000001,0.6041939000000001
0.7799151000000001,0.6303377
0.7893923,0.6283589
0.7888155,0.6074522
0.7977184,0.6231321000000001
0.7550857000000001,0.6348323
0.7940914,0.6032234000000001
0.7834882000000001,0.6223843
0.7983052,0.6386202000000001
0.7962307000000001,0.5960641
0.7489058000000001,0.6266719000000001
0.7850035000000001,0.6470443
0.7875288,0.5901864
0.7870096000000001,0.6319174000000001
0.8026110000000001,0.6448214
0.7445453000000001,0.5857894
0.7803256000000001,0.6285552000000001
0.7832886,0.6492141
0.7893569,0.5858318
0.7511878000000001,0.6286682
0.7877489000000001,0.6040500000000001
0.7787463,0.6251425
0.7986417,0.633066
0.7949455000000001,0.6031401000000001
0.7530802000000001,0.6240033
0.7987041,0.6296855
0.7786279,0.6181944
0.7941411,0.6278575000000001
0.7948091,0.6296693
0.7526296,0.5970837
0.7874941000000001,0.6273401000000001
0.7793264000000001,0.6420112
0.790749,0.5972529000000001
0.8056572000000001,0.6222304000000001
0.7478686,0.6408815
0.7820266,0.6071196000000001
0.7777583,0.6246374
0.785169,0.6533034000000001
0.7974523,0.5872587
0.7454845,0.6313251000000001
0.7958495000000001,0.6448409
0.7832082,0.5850591
0.7856331000000001,0.6271803
0.8049591,0.6551557
0.7428946000000001,0.5827872000000001
0.7827580000000001,0.6375107
0.7899975,0.6037733000000001
0.796343,0.6291917
0.7518940000000001,0.6401476
0.7807329000000001,0.6014378
0.7897252,0.6293766000000001
0.7850681,0.6356489000000001
0.7962846,0.5982723000000001
0.7550526000000001,0.6228884
0.7848293000000001,0.6333408
0.7844414000000001,0.5999067
0.7856787000000001,0.6277362000000001
0.7969154,0.6382803
0.7731462,0.5940484
0.7882932,0.6196044
0.7768832,0.6494955
0.7914760000000001,0.595871
0.7950692,0.6205740000000001
0.7456329,0.6479811000000001
0.7853026000000001,0.5911095000000001
0.7826458000000001,0.6266338
0.7927495,0.6504439000000001
0.794235,0.5815196
0.7432506000000001,0.6285901
0.7833891000000001,0.6049129000000001
0.7821346,0.6241936
0.8036309,0.6601233000000001
0.7490668,0.6120554
0.7814669000000001,0.6219481
0.7815737,0.6388182
0.7840445,0.6029662
0.8031462,0.6236576
0.7552478,0.6461847000000001
0.7816815,0.5950876
0.7862994000000001,0.6303247000000001
0.7804318,0.6456218
0.8013199000000001,0.5936664
0.7484752,0.6335578000000001
0.7791486000000001,0.644914
0.7865784,0.5957607
